ISBN,Título,Resumo,Imagem_Lisboa,Autor_Beja,Publicacao_Beja,Colecao_Beja,Assuntos_Beja,CDU_Beja
978-989-623-311-2,O dia em que chegaste,"Este livro-álbum retrata, de uma forma sensível e delicada, a longa espera pela chegada de uma criança muito desejada. As ilustrações detalhadas sugerem pausas para reflexão e o texto contido permite inúmeras leituras, incluindo a de uma adoção feliz que mudou a vida de todos os membros de uma família até ali incompleta.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=550899&img=81657&res=100&thb=1&pag=1,"Brown, Dolores;Dalvand, Reza, il.","Lisboa : Fábula, 2022",,,087.5(5-10)
978-972-21-3169-8,Os números nojentos ou Mais aventuras de um rapaz que gosta de fazer asneiras,"Nesta espécie de numerário, descrevem-se e contabilizam-se as partidas (nojentas) que o Henrique prega a familiares e amigos. As ilustrações caricaturais de David Pintor reforçam a caracterização das personagens e das travessuras, contribuindo para intensificar o efeito de repugnância sugerido pelo texto, frequentemente apreciado pelos leitores mais novos.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=555769&img=67064&res=100&thb=1&pag=1,"Machado, David, 1978-;Pintor, David, 1975-, il.","Alfragide : Caminho, 2022",,Literatura Portuguesa,087.5(5-10)
978-989-9071-01-8,Floco de neve,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=522504&img=59154&res=100&thb=1&pag=1,"Davies, Benji, 1980-;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2021",Orfeu mini,Literatura Inglesa,087.5(5-10)
978-989-8868-26-8,O olharapo,"Contada em versos, esta é uma lengalenga mágica e misteriosa sobre o medo do escuro, das sombras e do papão. O Olharapo vai causar calafrios aos pequenos leitores, mas também risos e surpresas com o seu final inesperado.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467961&img=44451&res=150&thb=1&pag=1,"Davies, Benji, 1980-;Berhan, João, trad.","Lisboa : Orfeu Negro, 2018",Orfeu Mini,Leitores iniciais,087.5(5-10)
978-989-9071-18-6,Quando eu for grande,"""Mal abriu os olhos, a Rosa percebeu que era tão alta quanto a planta mais baixa da floresta, e pensou: “Agora sou pequena, mas imagino como serei quando for GRANDE!” E logo começou a sua viagem. Pelo caminho, encontrou muitos dinossauros diferentes, mas nenhum igual..""[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=530146&img=61946&res=100&thb=1&pag=1,"Bailey, Ella;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2022",Orfeu Mini,Pré-leitores,087.5(0-5)
978-989-9071-12-4,O rapaz e o gorila,"Este álbum de grande qualidade estética conta a história do processo de luto e de aceitação da perda da mãe por parte de uma criança, com o apoio da figura de um gorila, o seu amigo imaginário, estimulando, com simplicidade e contenção, a verbalização da dor, do medo, da saudade e também a reaproximação ao pai, com a partilha de sentimentos comuns. A qualidade das imagens permite acrescentar sentidos a um texto que mantém afinidades com a poesia.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=530152&img=61832&res=100&thb=1&pag=1,"Kramer, Jackie Azúa;Derby, Cindy, il.;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2022",Orfeu Mini,Literatura Americana,087.5(5-10)
978-989-749-161-0,Assim ou assado?,"A criança deste livro gosta de exercitar a sua imaginação e criatividade nas rotinas do dia a dia. As propostas deste protagonista irrequieto vão fazer-nos olhar com outros olhos para atividades corriqueiras como sentar, beber, vestir, arrumar ou dormir. Ou será que aí em casa não é muito diferente? As ilustrações, muito simples, devolvem resultados inesperados e apresentam intertextualidades muito relevantes ao alcance dos destinatários preferenciais. Os materiais cartonados resistentes com cantos arredondados contribuem para o manuseamento seguro e autónomo de bebés e crianças pequenas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=551844&img=70433&res=100&thb=1&pag=1,"Pascoal de la Torre, María, 1973-;Ramos, Elisabete, 1976-, trad.","Matosinhos : Kalandraka, 2022",,Literatura Espanhola,087.5(0-5)
978-989-53171-7-2,Ilha,"Um pai, uma filha e um cão naufragam em alto-mar, acabando por chegar sãos e salvos a uma pequena ilha, onde se refugiam. Esta ilha, que lhes serve de abrigo a muitos perigos durante a passagem das quatro estações, revelar-se-á mais especial do que parecia à primeira vista. A riqueza das ilustrações, em termos de técnica e uso de uma paleta de cores variada e semanticamente significativa, ajuda a contar, de uma forma quase poética, uma história de hospitalidade, desvelo, generosidade e gratidão.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=543390&img=66770&res=100&thb=1&pag=1,"Janssen, Mark, 1974-;Cunha, Maria João Neves e, trad.","[S.l.] : Baduga, 2023",,Leitores iniciais,087.5(5-10)
978-989-749-157-3,Uma cor apenas sua,"A aventura de um camaleão em busca da sua identidade e a descoberta final de que o importante não é deixar de mudar de cor, mas compartilhá-la com alguém. A mestria de Leo Lionni não necessita de artifícios para transmitir ao leitor que as emoções do camaleão são também as dele e que as suas incertezas são igualmente compartilhadas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=544690&img=63695&res=100&thb=1&pag=1,"Lionni, Leo, 1910-1999;Almeida, Carla Maia de, 1969-, trad.","Matosinhos : Kalandraka, 2022",Livros para sonhar,Literatura Holandesa,087.5(0-5)
978-989-23-5363-0,O camião das histórias,"Uma narrativa em torno da relação afetiva entre pai e filho, aprofundada pelo prazer de contar e ouvir histórias. Todas as manhãs, no longo percurso de casa para a escola, o pai recria um jogo de histórias, recorrendo à imaginação e à memória coletiva de contos tradicionais para transformar a viagem num momento inesquecível de partilha e cumplicidade. O texto, organizado numa estrutura repetitiva, promove a ludicidade fazendo um uso pontual de rimas e é acompanhado por ilustrações que contribuem para convocar o universo das intertextualidades sugeridas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=534044&img=66956&res=100&thb=1&pag=1,"Araújo, Rosário Alçada, 1973-;Furtado, Patrícia, 1977-, il.","Alfragide : Asa, 2022",,Literatura Portuguesa,087.5(5-10)
978-84-18972-12-6,Brincamos às escondidas,"Esta narrativa exclusivamente visual conta a história de um grupo de sete crianças que vai para a floresta jogar às escondidas, mas, enquanto jogam e se divertem à procura uns dos outros, descobrem muitas outras coisas que coexistem naquele espaço de aventuras e brincadeiras. O livro está construído de modo a possibilitar diferentes leituras, ora mais centradas no jogo das escondidas e no mistério da última criança a ser encontrada, ora na relação entre as crianças e o ambiente natural, cenário de muitas aventuras.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=535273&img=61938&res=100&thb=1&pag=1,"Fabregat, Verónica, 1978-","Barcelona : Akiara books, 2022",Akimira ; 1,Literatura Espanhola,087.5(5-10)
978-989-9061-07-1,Está a chover,"O gnu e o texugo conheceram-se há uns tempos num dia de grande ventania. Desta vez, está a chover! Mas o que pode ser melhor do que beber chá e jogar às cartas com um amigo, enquanto a chuva cai lá fora?[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=535423&img=61895&res=100&thb=1&pag=1,"Pessoa, Ana, 1982-;Matoso, Madalena, 1974-, il.","Carcavelos : Planeta Tangerina, 2022",Mini micro,Literatura Portuguesa,087.5(0-5)
978-989-784-553-6,O banco,"Este livro-álbum de ressonância lírica funciona como um elogio à relação afetiva entre pais e filhos, sendo complementado por ilustrações muitos simples, mas que recriam a grande diversidade da humanidade, quer em termos étnicos, quer religiosos, culturais e sociais, propondo uma visão do mundo marcada pela diferença, mas também pela unidade, que resulta dos afetos comuns e partilhados.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=535427&img=61899&res=100&thb=1&pag=1,"Meghan, Duquesa de Sussex;Robinson, Christian, 1986-, il.;Gonçalves, Joana, trad.","Lisboa : Nuvem de Letras, 2022",,Literatura Americana,087.5(5-10)
978-989-564-246-5,O teu planeta precisa de ti,"Um livro que é guia inspirador ao ensinar os jovens (e também os menos jovens) a combater o desperdício e reduzir o lixo. Com foco apenas nos resíduos domésticos, uma pessoa pode fazer até um milhar de quilogramas de lixo por ano. Na natureza não há desperdícios. Então, porquê tanto lixo no mundo de hoje? De onde vem? Para onde vai? Quanto tempo demora a decompor-se? Que podemos fazer para o reduzir e ajudar o nosso planeta? De um modo geral, não gostamos muito de pensar no lixo. Uma vez esvaziado o recipiente onde o colocamos tendemos a não pensar para onde vão os nossos desperdícios ou o impacto que têm sobre o ambiente. Philip Bunting ajuda a compreender as respostas a perguntas como aquelas e explica de que modo os jovens podem agir para proteger o planeta, utilizando processos simples de pôr em prática - reduzir, reutilizar, reciclar, renovar, reagir - os quais contribuem para que as mudanças positivas aconteçam. Contribui para manter o planeta limpo. Somos moradores temporários da Terra; em conjunto podemos fazer a diferença![Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=536281&img=62193&res=100&thb=1&pag=1,"Bunting, Philip","Lisboa : Booksmile, 2022",,Reciclagem,087.5:502.17
978-989-564-890-0,Boleia,Um surfista coloca a prancha no carro e prepara-se para ir para a praia. Está muito animado e longe de imaginar o que o espera. Ao longo do caminho vai dando boleia às mais variadas personagens e a situação começa a ficar fora de controlo. Será que ele vai conseguir chegar ao seu destino?[Resumo da responsabilidade do Plano Nacional de Leitura 2027],http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=536336&img=62155&res=100&thb=1&pag=1,"Karsten, Guilherme, 1982-","Lisboa : Fábula, 2022",,Literatura Brasileira,087.5(5-10)
978-989-9071-37-7,Aqui estamos nós : livro dos animais,"""Livro de conceitos cartonado relativo a animais. A diversidade de animais apresentados (terrestres, aquáticos e aéreos; domésticos e selvagens; mais ou menos familiares) é suportada por ilustrações mais expressivas do que realistas que atenuam a vertente didática, contribuindo para a valorização das dimensões estética e lúdica. ""[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=555742&img=66960&res=100&thb=1&pag=1,"Jeffers, Oliver, 1977-;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2022",Orfeu Mini,Literatura Australiana,087.5(0-5)
978-989-9061-08-8,A luz é grande,"A descoberta da linguagem é uma das mais fantásticas que nos acontece durante a vida. Pouco a pouco descobrimos o som, a sílaba, a palavra e depois a magia das frases. Com as palavras descobrimos o mundo. Afinal, o que dizem as palavras sobre o mundo?[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=536342&img=62144&res=100&thb=1&pag=1,"Pessoa, Ana, 1982-;Estrela, Joana, 1990-, il.","Carcavelos : Planeta Tangerina, 2022",Mini micro,Literatura Portuguesa,087.5(0-5)
978-972-21-3167-4,A fada das multiplicações,"Na Escola dos Jacarandás, onde estudam crianças de diferentes origens e culturas, a hora do lanche é hora de magia, porque poucos pães com queijo têm de chegar para todos. A Professora Inês faz o milagre da multiplicação para que ninguém fique com fome. Narrada por um dos alunos, esta é uma história ternurenta e divertida sobre partilha e solidariedade, onde também entram operações matemáticas. As ilustrações expressivas e de cores vivas ajudam a reforçar a caracterização de um espaço intercultural, alegre e acolhedor.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=555591&img=66951&res=100&thb=1&pag=1,"Mésseder, João Pedro, pseud.;Peleja, Helder Teixeira, 1978-, il.","Alfragide : Caminho, 2022",,Autores Locais,087.5(5-10)
978-972-24-2057-0,O meu pai é meu!,"Às vezes é mesmo difícil - tão difícil, de verdade! - explicar o quanto gosto do meu pai!... -  Esta história podia começar assim. ""O meu Pai é meu!"" é um elogio à figura paterna. Do Pai forte que apanha """"os maus"""" e atira-os para longe ao Pai engraçado que faz patetices. Do Pai mágico que conserta brinquedos estragados ao Pai desastrado que espalha migalhas. Este é um livro para aquele pai que se arrisca a levar ralhetes por causa do amor que tem pelo seu filho. Um livro que é um abraço![Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=549297&img=66983&res=100&thb=1&pag=1,"Sá, Eduardo, 1962-;Galindro, Paulo, 1970-, il.","Lisboa : Livros Horizonte, 2022",,Literatura Portuguesa,087.5(5-10)
978-972-21-1983-2,Sementes de música para bébés e crianças,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=549131&img=64875&res=100&thb=1&pag=1,,,,,
978-989-9061-13-2,Desenha tudo o que quiseres,"Neste livro, podem ser feitos os desenhos que se quiser. Por exemplo, se a casa está desenhada, pode desenhar-se a paisagem, se a paisagem está desenhada, pode desenhar-se a casa... Vista por dentro ou por fora? Arrumada ou desarrumada? Cheia de coisas reais ou habitada por seres imaginários? Com várias cores ou só uma? Usar lápis ou marcadores?[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=555356&img=66545&res=100&thb=1&pag=1,"Matoso, Madalena, 1974-","Carcavelos : Planeta Tangerina, 2022",,Literatura Portuguesa,087.5(5-10)
978-972-24-2062-4,Concentra-te!,"Este é o livro que trata por tu o fenómeno da atenção dispersa ou a dispersão da atenção, com um surpreendente nível de compreensão! Do estar aqui, às vezes, por acaso, ao perder-me por ali, porque sim, e acolá, porque não. Do não ficar por querer seguir e, ao mesmo tempo, fazer por voltar. """"Concentra-te!"""" aplaude a curiosidade e reconhece o valor da atração pelas ideias voadoras. Abraçar o aqui e agora e respeitar o depois, compassivamente.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=548703&img=66947&res=100&thb=1&pag=1,"Grive, Catherine, 1959-;Bertrand, Frédérique, 1969-, il.;Sacadura, Sílvia, trad.","Lisboa : Livros Horizonte, 2022",,Literatura Francesa,087.5(0-5)
