ISBN,Idade,Título,Resumo,Imagem_Lisboa,Autor_Beja,Publicacao_Beja,Colecao_Beja,Assuntos_Beja,CDU_Beja
978-989-9061-13-2,3-5,Desenha tudo o que quiseres,"Neste livro, podem ser feitos os desenhos que se quiser. Por exemplo, se a casa está desenhada, pode desenhar-se a paisagem, se a paisagem está desenhada, pode desenhar-se a casa... Vista por dentro ou por fora? Arrumada ou desarrumada? Cheia de coisas reais ou habitada por seres imaginários? Com várias cores ou só uma? Usar lápis ou marcadores?[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=555356&img=66545&res=100&thb=1&pag=1,"Matoso, Madalena, 1974-","Carcavelos : Planeta Tangerina, 2022",,Literatura Portuguesa,087.5(5-10)
978-989-9071-20-9,3-5,Quero tanto estar contigo,"A neta sai de casa para ir visitar a avó. A avó faz o mesmo, para ir visitar a neta. Esta narrativa de muitos desencontros sublinha o poder do afeto familiar e intergeracional e a importância de matar saudades e encurtar distâncias. A comicidade e a previsibilidade da história são suportadas pelos paralelismos textuais e imagéticos, acompanhados por ilustrações harmoniosas que transmitem a urgência e a ternura que movem as personagens.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=538631&img=66973&res=100&thb=1&pag=1,"Gomi, Taro, 1945-;Quintas, Nuno, trad.","Lisboa : Orfeu Negro, 2022",Orfeu Mini,Literatura Japonesa,087.5(0-5)
978-989-784-553-6,3-5,O banco,"Este livro-álbum de ressonância lírica funciona como um elogio à relação afetiva entre pais e filhos, sendo complementado por ilustrações muitos simples, mas que recriam a grande diversidade da humanidade, quer em termos étnicos, quer religiosos, culturais e sociais, propondo uma visão do mundo marcada pela diferença, mas também pela unidade, que resulta dos afetos comuns e partilhados.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=535427&img=61899&res=100&thb=1&pag=1,"Meghan, Duquesa de Sussex;Robinson, Christian, 1986-, il.;Gonçalves, Joana, trad.","Lisboa : Nuvem de Letras, 2022",,Literatura Americana,087.5(5-10)
978-989-33-3398-3,3-5,Infinito : isto não é um livro,"Uma carta-presente da autora para os dois filhos, no dia da criança. Feito à mão, em casa, serve como um testemunho sobre o papel das vivências artísticas e da criatividade no crescimento das crianças[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=553944&img=70573&res=100&thb=1&pag=1,"Revez, Teresa, 1983-;Revez, Teresa, 1983-, il.","[S.n.] : Teresa Revez, 2022",,Literatura Portuguesa,087.5(5-10)
978-989-9107-18-2,3-5,Red & Lulu,"Um belíssimo livro sobre a vida e a mudança que constantemente nos oferece. Protagonizam esta narrativa um casal de pássaros, cardeais -do-norte, cujo lar - um magnífico abeto - é cortado para ser levado para New York e aí ser colocado como árvore de Natal. Texto muito acessível aos leitores de todas as idades, servido por uma ilustração coerente e sugestiva. Nota informativa final sobre o destino destes abetos, reforçando a consciência ecológica do leitor.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=553904&img=70505&res=100&thb=1&pag=1,"Tavares, Matt, 1975-;Paiva, Ana Sofia, 1981-, trad.","[S.l.] : The Poets and Dragons Society, 2022",,Literatura Americana,087.5(5-10)
978-989-623-291-7,3-5,A inundação,"Quando, certo dia, o nível da água começou a subir na cidade, a maior parte dos habitantes desvalorizou. Apenas uma voz se mostrava preocupada, mas, por mais que se esforçasse, não conseguia fazer-se ouvir. Foi preciso chegar a um ponto insustentável para que todos valorizassem o problema e, em conjunto, procurassem uma solução. Este livro-álbum aborda de forma original e metafórica questões relacionadas com alterações climáticas, ativismo e cooperação. As ilustrações expressivas e repletas de intertextualidades oferecem um contributo relevante para a dimensão estética da obra.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=553104&img=66771&res=100&thb=1&pag=1,"Ilustrajo, Mariajo;Ferreira, Susana Cardoso, 1972-, trad.","Lisboa : Fábula, 2022",,Literatura Espanhola,087.5(5-10)
978-989-564-246-5,3-5,O teu planeta precisa de ti,"Um livro que é guia inspirador ao ensinar os jovens (e também os menos jovens) a combater o desperdício e reduzir o lixo. Com foco apenas nos resíduos domésticos, uma pessoa pode fazer até um milhar de quilogramas de lixo por ano. Na natureza não há desperdícios. Então, porquê tanto lixo no mundo de hoje? De onde vem? Para onde vai? Quanto tempo demora a decompor-se? Que podemos fazer para o reduzir e ajudar o nosso planeta? De um modo geral, não gostamos muito de pensar no lixo. Uma vez esvaziado o recipiente onde o colocamos tendemos a não pensar para onde vão os nossos desperdícios ou o impacto que têm sobre o ambiente. Philip Bunting ajuda a compreender as respostas a perguntas como aquelas e explica de que modo os jovens podem agir para proteger o planeta, utilizando processos simples de pôr em prática - reduzir, reutilizar, reciclar, renovar, reagir - os quais contribuem para que as mudanças positivas aconteçam. Contribui para manter o planeta limpo. Somos moradores temporários da Terra; em conjunto podemos fazer a diferença![Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=536281&img=62193&res=100&thb=1&pag=1,"Bunting, Philip","Lisboa : Booksmile, 2022",,Reciclagem,087.5:502.17
978-989-9061-12-5,3-5,Miau!,"Um livro-álbum (quase) sem texto sobre as rotinas de uma família com dois gatos. De manhã à noite, humanos e felinos partilham espaços, interagem e demonstram afeto através dos pequenos gestos, cada um à sua maneira. O comportamento peculiar dos gatos é retratado expressivamente em ilustrações a duas cores que requerem do leitor uma observação pausada e atenta.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=552565&img=67232&res=100&thb=1&pag=1,"Estrela, Joana, 1990-","Carcavelos : Planeta Tangerina, 2022",,Literatura Portuguesa,087.5(5-10)
978-972-0-71559-3,3-5,O muro,"A obra (graficamente organizada em 3 dimensões com um primeiro grupo de páginas duplas inteiras, um grupo intermédio de paginas duplas com uma janela dupla central (visível no meio das páginas), que permitem ser folheadas, aceitando a separação de um muro e um terceiro grupo de páginas duplas, de novo inteiras) desencadeia uma reflexão sobre a atitude de um rei que não aceita que o seu reino se encontre povoado por diferentes povos, usando ilustrações onde a cor simboliza a diferença. Todavia, ainda que o lacaio do rei aceite as suas vontades, o que sugere para manter os povos separados exige que o Rei se aproveite das competências e saberes de cada povo. A primeira ideia que dá corpo à separação dos povos pressupõe a construção de um muro/fronteira, que exige o conhecimento do povo vermelho. Como a fronteira não basta ao Rei para definir o seu reino, rapidamente percebe que precisa dos outros povos para encher o seu país do que precisa e gosta e não tarda a sentir que a fronteira torna o espaço do seu país exíguo, percebendo que derrubá-la é a única solução, aceitando a diversidade dentro das suas fronteiras. A integração surge na obra como uma necessidade positiva justificada pela vontade de se conviver com o que se gosta.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=551987&img=66949&res=100&thb=1&pag=1,"Macrì, Giancarlo;Zanotti, carolina, co-autor;Sacco, il.;Vallarino, il.;Neves, Cristiana, trad.","Porto : Porto, 2022",,,087.5(5-10)
978-989-749-161-0,3-5,Assim ou assado?,"A criança deste livro gosta de exercitar a sua imaginação e criatividade nas rotinas do dia a dia. As propostas deste protagonista irrequieto vão fazer-nos olhar com outros olhos para atividades corriqueiras como sentar, beber, vestir, arrumar ou dormir. Ou será que aí em casa não é muito diferente? As ilustrações, muito simples, devolvem resultados inesperados e apresentam intertextualidades muito relevantes ao alcance dos destinatários preferenciais. Os materiais cartonados resistentes com cantos arredondados contribuem para o manuseamento seguro e autónomo de bebés e crianças pequenas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=551844&img=70433&res=100&thb=1&pag=1,"Pascoal de la Torre, María, 1973-;Ramos, Elisabete, 1976-, trad.","Matosinhos : Kalandraka, 2022",,Literatura Espanhola,087.5(0-5)
978-989-749-164-1,3-5,Esperando o amanhecer,"O grito dos animais da floresta, perante a demora do nascer do sol, face ao incêndio que destrói o seu espaço toca o leitor e alerta-o para os crimes que por todo o lado são cometidos na destruição da floresta. Texto simples, ilustração sugestiva, mensagem altamente pedagógica; um texto final informativo destinado à consciencialização activa de todos. A qualidade da ilustração é superior.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=551588&img=70588&res=100&thb=1&pag=1,"Anchorena, Fabiola;Ramos, Elisabete, 1976-, trad.","Matosinhos : Kalandraka, 2022",Livros para sonhar,,087.5(5-10)
978-989-9071-26-1,3-5,Há um fantasma nesta casa,"A protagonista desta história pede ajuda aos leitores para encontrar o fantasma de uma casa assombrada, que teima em não se deixar ver. Fazendo um aproveitamento inteligente da materialidade do objeto-livro, com recurso a páginas translúcidas, este livro-álbum permite que o leitor encontre, ao contrário da protagonista, um grupo de fantasmas (nada assustadores) escondidos atrás de sofás, em cima de candeeiros ou dentro de armários. O resultado é um divertido jogo de descobertas e de suspense doseado.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=550906&img=65215&res=100&thb=1&pag=1,"Jeffers, Oliver, 1977-;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2022",Orfeu Mini,Literatura Australiana,087.5(0-5)
978-989-564-890-0,3-5,Boleia,Um surfista coloca a prancha no carro e prepara-se para ir para a praia. Está muito animado e longe de imaginar o que o espera. Ao longo do caminho vai dando boleia às mais variadas personagens e a situação começa a ficar fora de controlo. Será que ele vai conseguir chegar ao seu destino?[Resumo da responsabilidade do Plano Nacional de Leitura 2027],http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=536336&img=62155&res=100&thb=1&pag=1,"Karsten, Guilherme, 1982-","Lisboa : Fábula, 2022",,Literatura Brasileira,087.5(5-10)
978-972-24-2057-0,3-5,O meu pai é meu!,"Às vezes é mesmo difícil - tão difícil, de verdade! - explicar o quanto gosto do meu pai!... -  Esta história podia começar assim. ""O meu Pai é meu!"" é um elogio à figura paterna. Do Pai forte que apanha """"os maus"""" e atira-os para longe ao Pai engraçado que faz patetices. Do Pai mágico que conserta brinquedos estragados ao Pai desastrado que espalha migalhas. Este é um livro para aquele pai que se arrisca a levar ralhetes por causa do amor que tem pelo seu filho. Um livro que é um abraço![Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=549297&img=66983&res=100&thb=1&pag=1,"Sá, Eduardo, 1962-;Galindro, Paulo, 1970-, il.","Lisboa : Livros Horizonte, 2022",,Literatura Portuguesa,087.5(5-10)
978-972-21-1983-2,3-5,Sementes de música para bébés e crianças,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=549131&img=64875&res=100&thb=1&pag=1,,,,,
978-989-749-143-6,3-5,A avó lá de cima e a avó lá de baixo,"Quando o Tommy era pequeno, tinha uma avó e uma bisavó. Gostava muito de ambas. Todos os domingos à tarde, ia com a família visitá-las. Parecia que a avó andava sempre de volta do fogão a lenha. No primeiro andar estava a bisavó, sempre deitada na cama, porque tinha noventa e quatro anos. Por isso, o Tommy chamava-lhes a Avó Lá de Baixo e a Avó Lá de Cima.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=546139&img=63907&res=100&thb=1&pag=1,"De Paola, Tomie, 1934-2020;Almeida, Carla Maia de, 1969-, trad.","Matosinhos : kalandraka, 2022",Livros para sonhar,Literatura Americana,087.5(5-10)
978-989-33-3241-2,3-5,Únicos e especiais,"Todas as crianças são únicas e especiais, mas as que se encontram neste livro convidam a apreciar as suas capacidades, como fonte de alegria e felicidade, na sua forma peculiar de estar no mundo.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=546708&img=67198&res=100&thb=1&pag=1,"Jeurissen, Rita, 1954-;Galindro, Paulo, 1970-, il.","[S.l.] : Nós - Associação de Pais e Técnicos para a Integração do Deficiente, 2023",,Estórias sobre crianças deficientes,087.5(5-10)
978-989-9061-11-8,3-5,O que é isto?,"O que é isto? É um bicho? É um risco? É o quê? Ninguém sabe bem, mas cada um dá a sua opinião. Para uns parece ser um objeto, para outros, um animal. E então? Qual é o mal? Uma coisa é certa: neste livro há umas linhas muito irrequietas que querem mesmo existir, seja de que forma for.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=546147&img=63903&res=100&thb=1&pag=1,"Pessoa, Ana, 1982-;Kono, Yara, 1972-, il.","Carcavelos : Planeta Tangerina, 2022",,Literatura Portuguesa,087.5(0-5)
978-989-623-424-9,3-5,Mas o que é isto?,"Vemos imagens na natureza que nos enganam. Por vezes, deparamo-nos com coisas que parecem outras. Este livro vai levar as crianças para a rua procurando desafios onde os pormenores, quando inseridos no seu todo, se tornam revelações surpreendentes.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=546146&img=63904&res=100&thb=1&pag=1,"Martin, Raphaël, 1974-;Schvartz, Claire, 1984-, il.;Lopes, Raquel Dutra, 1983-, trad.","Lisboa : Lilliput, 2022",,Ecologia,087.5:574
978-989-623-310-5,3-5,Se quiseres voar,"Construído como uma espécie de declaração de apoio de um adulto em relação a uma criança, este livro também parece constituir um elogio às possibilidades que caracterizam a infância, como momento especialmente rico e cheio de esperança da vida humana. A sugestão da proteção e da presença constante do adulto é entendida como forma de afeto e promotor de segurança, permitindo à criança realizar todos os seus sonhos e potencialidades.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=545879&img=63732&res=100&thb=1&pag=1,"Fogliano, Julie;Robinson, Christian, 1986-, il.;Ferreira, Susana Cardoso, 1972-, trad.","Lisboa : Fábula, 2022",,Literatura Americana,087.5(5-10)
978-989-9061-10-1,3-5,O duelo,"Dois homens discutem num país distante e frio. Discutem há tanto tempo que já não se lembram por que razão começaram a discutir. Para resolverem de vez o problema, e porque desistiram de encontrar uma verdadeira solução, decidem travar um duelo. Como em todos os duelos, costas com costas, cada um começa por contar cem passos antes de se virar para disparar. 1, 2, 3, 4... Lá vão eles, afastando-se. Seguimos um deles, mas a dada altura perguntamo-nos: onde irá?[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=545877&img=63731&res=100&thb=1&pag=1,"Oliveira, Inês Viegas, 1995-","Carcavelos : Planeta Tangerina, 2022",,Literatura Portuguesa,087.5(5-10)
